topic_id,topic_label,n_docs,ai_sentiment_mean,human_sentiment_mean,admiration_mean,gratitude_mean,love_mean,sadness_mean,grief_mean,nervousness_mean
50,dashes / text / critical,55,0.6,0.0,0.026065389477563174,0.03602281379783314,0.002676344739103859,0.00455817261509682,0.0005256464059295302,0.003567169193675826
51,average / europe / child,55,,,0.02037924917584116,0.019825875203506173,0.023685108917627738,0.03370782250263305,0.0010423332241109827,0.0013438613019058142
52,uninstall / increase / poll,55,,,0.03517866750057279,0.03727160625090949,0.012902022730982439,0.0042016496278599585,0.0004840794545915824,0.0013532160268038172
53,private / sub / members,54,,,0.008360530096709866,0.03593949627059003,0.013463132334571262,0.03767148633509081,0.0015656686125482709,0.016131142587255454
54,thank thank / thank thanks / thank,54,,,0.04331039390699179,0.9721134269213373,0.020070434194403113,0.0031575503957423346,0.0006810682782627366,0.0003117084281122381
56,weapons / surveillance / military,53,-1.0,-1.0,0.020372462039374095,0.010295576906602672,0.0013316728255408376,0.012869052910180059,0.00081395885367869,0.006540753009931167
55,happy new / new year / year,53,1.0,,0.06186696838473304,0.10356826801402143,0.11133380436760215,0.0027557702379230904,0.0010427699966865749,0.0022549803543370217
57,expression,52,-1.0,1.0,0.004102270615896067,0.0009645344518783252,0.0533511981853875,0.003815551901845118,0.0005622808547251715,0.0005264327824429179
58,Topic 58,52,,,0.0033939317419516067,0.0006603551902606761,0.014320278860395774,0.00340339066595054,0.0005303733576930916,0.00050018941860449
59,Topic 59,51,,,0.0040550282254687275,0.0007334005903091975,0.008330409011036596,0.0028751961014909194,0.0005187748733898808,0.000557138897277707
60,Topic 60,51,,,0.0037824108594042413,0.0007923615450957132,0.03601799041087575,0.004656822542778636,0.0006003344500569773,0.0005402700301013229
61,week / like week / months,51,0.0,,0.06414920707831305,0.0030169725668041363,0.0157880633630032,0.0041801727139482315,0.0005910937701735427,0.0010151229847300176
62,cute / adorable / cute cute,50,1.0,,0.882065631300211,0.0048325565294362605,0.14780616937670857,0.0019518675422295927,0.0003970659956394229,0.00032016467419452964
63,friday / week / hello,50,1.0,1.0,0.08615599974058569,0.1359014371613739,0.07980285706697032,0.014607202390325256,0.0014948350880877115,0.004255086841294542
64,thanks thanks / thanks / thanks thank,50,,1.0,0.04507662938907742,0.9228635385166853,0.01897938072681427,0.002768870536237955,0.0005267172370804474,0.00023736464732792228
67,json / export / data,49,-1.0,,0.03541747160607531,0.15270895654233457,0.032544702951373454,0.011556580045607358,0.0009545687115656174,0.0016527773007009253
66,thank thank / thank,49,,1.0,0.0055183904121953,0.9881844496240422,0.009188215143750516,0.002825708007344938,0.0005354875941019581,0.00024368801470180706
